SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
4291;Bedrijvigheid sectie;BHvestq ;Vestigingen gezondheids- en welzijnszorg;"Aantal vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4301;Bedrijvigheid sectie;BHvestr ;Vestigingen cultuur sport en recreatie;"Aantal vestigingen  met de sectiecode R: Cultuur, sport en recreatie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4311;Bedrijvigheid sectie;BHvests ;Vestigingen overige dienstverlening;"Aantal vestigingen met de sectiecode S: Overige dienstverlening. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4321;Bedrijvigheid sectie;BHvestt ;Vestigingen huishoudens als werkgever;"Aantal vestigingen met de sectiecode T: Huishoudens als werkgever van huishoudelijk personeel en/of niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4331;Bedrijvigheid sectie;BHvestu ;Vestigingen extraterritoriale organisaties;"Aantal vestigingen met de sectiecode U: Extraterritoriale organisaties en lichamen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.   ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4341;Bedrijvigheid sectie;Bhvesta_p ;% Vestigingen landbouw, bosbouw en visserij;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode A: Landbouw, bosbouw en visserij. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4351;Bedrijvigheid sectie;BHvestb_p;% Vestigingen winning van delfstoffen;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode B: winning van delfstoffen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4361;Bedrijvigheid sectie;Bhvestc_p ;% Vestigingen  industrie;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode C: Industrie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4371;Bedrijvigheid sectie;Bhvestd_p ;% Vestigingen energiebedrijven;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode D: Energiebedrijven. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4381;Bedrijvigheid sectie;Bhveste_p ;% Vestigingen  waterwinning en afvalverwerking;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode E: Waterwinning en afvalverwerking. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4391;Bedrijvigheid sectie;Bhvestf_p;% Vestigingen bouwnijverheid;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode F: Bouwnijverheid. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4401;Bedrijvigheid sectie;BHvestg1_p;% Vestigingen groothandel;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode G1: Groothandel. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4411;Bedrijvigheid sectie;BHvestg2_p ;% Vestigingen detailhandel;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode G2: Detailhandel. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4421;Bedrijvigheid sectie;Bhvesth_p ;% Vestigingen transport en logistiek;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode H: transport en logistiek. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4431;Bedrijvigheid sectie;Bhvesti_p;% Vestigingen horeca;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode I: Horeca. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4441;Bedrijvigheid sectie;Bhvestj_p;% Vestigingen informatie en communicatie;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode J: Informatie en communicatie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4451;Bedrijvigheid sectie;Bhvestk_p;% Vestigingen financiele instellingen;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode K: Financiele instellingen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4461;Bedrijvigheid sectie;Bhvestl_p;% Vestigingen handel, verhuur onroerend goed;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4471;Bedrijvigheid sectie;Bhvestm_p;% Vestigingen advisering en onderzoek;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode M: Advisering en onderzoek. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4481;Bedrijvigheid sectie;Bhvestn_p ;% Vestigingen overige zakelijke dienstverlening;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.    ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4491;Bedrijvigheid sectie;Bhvesto_p ;% Vestigingen overheid;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode O: Overheid. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4501;Bedrijvigheid sectie;Bhvestp_p;% Vestigingen onderwijs;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode P: Onderwijs. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4511;Bedrijvigheid sectie;Bhvestq_p;% Vestigingen gezondheids- en welzijnszorg;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
